uid,platform,source,rating,text,discovery_relevant,primary_theme,new_category_barrier,purchase_trigger,consideration_level,categories_mentioned,jtbd,external_platform,segment_signal,sentiment
appstore_14289372626_2064,bigbasket,appstore,1.0,"BIG BASKET (OR CHEAT BASKET OR BUG BASKET).
VERY POOR PRODUCT QUALITY AND NO CUSTOMER CARE AT ALL.
Not recommended at all.",False,trust_quality,none,unknown,unknown,['other'],none,none,unknown,negative
appstore_14289360958_2065,bigbasket,appstore,1.0,"Pathetic unit of Tata group . All the trust and customer centricity is put to muddy waters . I have raised a requested for return of the couple product within their Terms and Conditions , but they kept cancelling , not once but 5 times .
In addition the delivery, agents lie they tried to reach me and I didn’t receive their call . 
A total of 5 times they have cancelled , the return pick up .
Why promise something and not deliver? No wonder you guys are struggling to maintain market share .",False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
appstore_14289159311_2067,bigbasket,appstore,5.0,Quality of items very good,False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14289043962_2068,bigbasket,appstore,5.0,"Quality and variety of products are very good, I love to buy from BigBasket.",False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14286803980_2073,bigbasket,appstore,1.0,"Following the closure of the BB Daily app, users were forced to migrate to the BB Basket app. Since this transition, daily delivery issues have arisen, including failed deliveries and missing items—all occurring without any prior alerts, explanations, or customer support response. Additionally, the system now requires a minimum wallet balance to prevent subscriptions from being paused, even when the actual order value is far below that minimum.",False,delivery_ops,none,replenishment,low,['grocery_staples'],none,none,autopilot_narrow,negative
appstore_14286771315_2074,bigbasket,appstore,1.0,"They are cheaters, selling very old not working electronic items, thought the brand says BB should replace items for first 3 days, they don’t support anything, at the end without any solution they say the resolved the issue and close the chapter.",False,returns_support,none,unknown,unknown,['electronics_accessories'],none,none,unknown,negative
appstore_14285133533_2078,bigbasket,appstore,5.0,Everything I bought from bigbasket is above the mark. I recommend to from bigbasket being a TATA group.,False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14284460636_2081,bigbasket,appstore,1.0,"Repeatedly received the wrong products, and customer support simply closes complaints without investigating. There is no ownership or genuine effort to resolve customer issues. Extremely disappointing service. I’ve lost confidence in this app and won’t recommend it until customer support and quality checks improve.",False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
appstore_14282530634_2083,bigbasket,appstore,1.0,They canceled my order without informed to me bad service don’t trust this app,False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
appstore_14282345056_2086,bigbasket,appstore,1.0,Biggest mistake to combine BB daily & Big Basket. Orders placed for 7am for bb daily are being delivered like normal BB orders! Not to mention how confusing the UI is now especially for senior citizens or non tech savvy people. WORST MOVE BY YOU GUYS.,False,app_ux,none,unknown,unknown,[],none,none,unknown,negative
appstore_14281215305_2087,bigbasket,appstore,1.0,"My wife placed an order for Eggs and some biscuits through Big Basket. When we received eggs had worms all around which had spreaded to biscuits as well. After a rigorous process of trying through app, photo not uploading, mailing, app chat and then finally spoke to customer service and when we reported this, they asked us to wait till 11th for the package to be returned. This was unexpected and shocking for us when Big Basket us to wait when they know eggs are perishable and already has worms spreaded all around. Will never use Big Basket and request everyone to not use if you value food quality and customer experience.",False,returns_support,none,replenishment,low,"['grocery_staples', 'snacks_beverages']",none,none,unknown,negative
appstore_14280918799_2088,bigbasket,appstore,5.0,But price is higher compare to other competitor,False,price_value,none,unknown,unknown,[],none,other,unknown,negative
appstore_14280742797_2089,bigbasket,appstore,2.0,"I was having a subscription of Milk on bb daily and after the recent update I’m not able to get the details about the subscription and I’m not able to subscribe to milk. 
This update mentioned the integration of bb daily in to the Big Basket Groceries but not it is totally no working and I am having a hard time finding other app to other milk daily .
Big Basket team please fix the issue addressed in the next update.",False,app_ux,none,replenishment,low,['grocery_staples'],"when I need daily milk delivery, I want a working subscription system, so I can receive milk reliably",none,autopilot_narrow,negative
